code,description,symptoms,causes
P0766,Shift Solenoid C Electrical,"Transmission slipping, Transmission overheating, Transmission catches in gear, Decreased fuel economy, Possibly misfire-like symptoms, Vehicle enters limp mode, Check Engine Light illuminated","Insufficient fluid level, Dirty or contaminated fluid, Dirty or clogged transmission filter, Defective transmission valve body, Restricted hydraulic passages, Transmission has internal failure, Faulty shift solenoid, Corroded or damaged connector, Faulty or damaged wiring, Faulty PCM"
P0767,Shift Solenoid C Intermittent,"Transmission slipping, Transmission overheating, Transmission catches in gear, Decreased fuel economy, Possibly misfire-like symptoms, Vehicle enters limp mode, Check Engine Light illuminated","Insufficient fluid level, Dirty or contaminated fluid, Dirty or clogged transmission filter, Defective transmission valve body, Restricted hydraulic passages, Transmission has internal failure, Faulty shift solenoid, Corroded or damaged connector, Faulty or damaged wiring, Faulty PCM"
P0768,Shift Solenoid D Malfunction,"Transmission slipping, Transmission overheating, Transmission catches in gear, Decreased fuel economy, Possibly misfire-like symptoms, Vehicle enters limp mode, Check Engine Light illuminated","Insufficient fluid level, Dirty or contaminated fluid, Dirty or clogged transmission filter, Defective transmission valve body, Restricted hydraulic passages, Transmission has internal failure, Faulty shift solenoid, Corroded or damaged connector, Faulty or damaged wiring, Faulty PCM"
P0769,Shift Solenoid D Performance or Stuck Off,"Transmission slipping, Transmission overheating, Transmission catches in gear, Decreased fuel economy, Possibly misfire-like symptoms, Vehicle enters limp mode, Check Engine Light illuminated","Insufficient fluid level, Dirty or contaminated fluid, Dirty or clogged transmission filter, Defective transmission valve body, Restricted hydraulic passages, Transmission has internal failure, Faulty shift solenoid, Corroded or damaged connector, Faulty or damaged wiring, Faulty PCM"
P0770,Shift Solenoid D Stuck On,"Transmission slipping, Transmission overheating, Transmission catches in gear, Decreased fuel economy, Possibly misfire-like symptoms, Vehicle enters limp mode, Check Engine Light illuminated","Insufficient fluid level, Dirty or contaminated fluid, Dirty or clogged transmission filter, Defective transmission valve body, Restricted hydraulic passages, Transmission has internal failure, Faulty shift solenoid, Corroded or damaged connector, Faulty or damaged wiring, Faulty PCM"
P0771,Shift Solenoid D Electrical,"Transmission slipping, Transmission overheating, Transmission catches in gear, Decreased fuel economy, Possibly misfire-like symptoms, Vehicle enters limp mode, Check Engine Light illuminated","Insufficient fluid level, Dirty or contaminated fluid, Dirty or clogged transmission filter, Defective transmission valve body, Restricted hydraulic passages, Transmission has internal failure, Faulty shift solenoid, Corroded or damaged connector, Faulty or damaged wiring, Faulty PCM"
P0772,Shift Solenoid D Intermittent,"Transmission slipping, Transmission overheating, Transmission catches in gear, Decreased fuel economy, Possibly misfire-like symptoms, Vehicle enters limp mode, Check Engine Light illuminated","Insufficient fluid level, Dirty or contaminated fluid, Dirty or clogged transmission filter, Defective transmission valve body, Restricted hydraulic passages, Transmission has internal failure, Faulty shift solenoid, Corroded or damaged connector, Faulty or damaged wiring, Faulty PCM"
P0773,Shift Solenoid E Malfunction,"Transmission slipping, Transmission overheating, Transmission catches in gear, Decreased fuel economy, Possibly misfire-like symptoms, Vehicle enters limp mode, Check Engine Light illuminated","Insufficient fluid level, Dirty or contaminated fluid, Dirty or clogged transmission filter, Defective transmission valve body, Restricted hydraulic passages, Transmission has internal failure, Faulty shift solenoid, Corroded or damaged connector, Faulty or damaged wiring, Faulty PCM"
P0774,Shift Solenoid E Performance or Stuck Off,"Vehicle enters limp mode, Transmission slips when shifting, Transmission overheating, Transmission catches in gear, Decreased fuel economy, Possibly misfire-like symptoms, Check Engine Light illuminated","Defective Pressure Control Solenoid, Dirty or contaminated fluid, Dirty or clogged transmission filter, Defective Transmission Pump, Defective Transmission Valve Body, Restricted hydraulic passages, Corroded or damaged connector, Faulty or damaged wiring, Faulty PCM"
P0775,Shift Solenoid E Stuck On,"Vehicle enters limp mode, Transmission slips when shifting, Transmission overheating, Transmission catches in gear, Decreased fuel economy, Possibly misfire-like symptoms, Check Engine Light illuminated","Defective Pressure Control Solenoid, Dirty or contaminated fluid, Dirty or clogged transmission filter, Defective Transmission Pump, Defective Transmission Valve Body, Restricted hydraulic passages, Corroded or damaged connector, Faulty or damaged wiring, Faulty PCM"
P0776,Shift Solenoid E Electrical,"Vehicle enters limp mode, Transmission slips when shifting, Transmission overheating, Transmission catches in gear, Decreased fuel economy, Possibly misfire-like symptoms, Check Engine Light illuminated","Defective Pressure Control Solenoid, Dirty or contaminated fluid, Dirty or clogged transmission filter, Defective Transmission Pump, Defective Transmission Valve Body, Restricted hydraulic passages, Corroded or damaged connector, Faulty or damaged wiring, Faulty PCM"
P0777,Shift Solenoid E Intermittent,"Vehicle enters limp mode, Transmission slips when shifting, Transmission overheating, Transmission catches in gear, Decreased fuel economy, Possibly misfire-like symptoms, Check Engine Light illuminated","Defective Pressure Control Solenoid, Dirty or contaminated fluid, Dirty or clogged transmission filter, Defective Transmission Pump, Defective Transmission Valve Body, Restricted hydraulic passages, Corroded or damaged connector, Faulty or damaged wiring, Faulty PCM"
P0778,Pressure Control Solenoid B Malfunction,"Vehicle enters limp mode, Transmission slips when shifting, Transmission overheating, Transmission catches in gear, Decreased fuel economy, Possibly misfire-like symptoms, Check Engine Light illuminated","Defective Pressure Control Solenoid, Dirty or contaminated fluid, Dirty or clogged transmission filter, Defective Transmission Pump, Defective Transmission Valve Body, Restricted hydraulic passages, Corroded or damaged connector, Faulty or damaged wiring, Faulty PCM"
P0779,Pressure Control Solenoid B Performance,"Erratic transmission shift patterns, Delayed transmission engagement, Harsh transmission shifts (especially if the controller has been placed in limp-in mode), Transmission slippage, Whining noise from the transmission pump","Shorted or open circuits in the transmission control harness, Low transmission fluid, Outdated or burnt transmission fluid, Defective shift solenoid/s, Faulty input or output sped sensors, Bad electronic pressure regulator, Failed transmission pump, Mechanical failure; including torque converter failure, clutch failure, or internal component wear/breakage, A defective PCM or a PCM programming error"
P0780,Pressure Control Solenoid B Stuck On,"Check engine light illuminated (Malfunction Indicator Lamp / MIL), Vehicle will not shift from 1st to 2nd gear","1-2 shift solenoid failure, Electrical short to power - pinched wires, Electrical short to ground - pinched wires, Open in power or ground circuit wiring - disconnected or loose connections, TCM or PCM internal failure"
P0781,Pressure Control Solenoid B Electrical,"Check engine light illuminated (Malfunction Indicator Lamp / MIL), Vehicle will not shift from 2nd to 3rd gear","2-3 shift solenoid failure, Electrical short to power - pinched wires, Electrical short to ground - pinched wires, Open in power or ground circuit wiring - disconnected or loose connections, TCM or PCM internal failure"
P0782,Pressure Control Solenoid B Intermittent,"Check engine light illuminated (Malfunction Indicator Lamp / MIL), Vehicle will not shift from 3rd to 4th gear","3-4 shift solenoid failure, Electrical short to power - pinched wires, Electrical short to ground - pinched wires, Open in power or ground circuit wiring - disconnected or loose connections, TCM or PCM internal failure"
P0783,Shift Malfunction,"Check engine light illuminated (Malfunction Indicator Lamp / MIL), Vehicle will not shift from 4th to 5th gear","4-5 shift solenoid failure, Electrical short to power - pinched wires, Electrical short to ground - pinched wires, Open in power or ground circuit wiring - disconnected or loose connections, TCM or PCM internal failure"
P0784,1-2 Shift Malfunction,"Stuck in gears, Erratic shifting, Transmission slippage, Hard or harsh shifting, Inefficient shift timing, Poor driveability, Poor acceleration, Overall poor performance","Damaged or defective shift timing solenoid, Dirty Automatic Transmission Fluid (ATF), Low ATF, Obstruction in ATF passages, Broken or damaged wiring harness, TCM issue, ECM issue, Pin/connector problem (corrosion, melting, broken lock tab etc.)"
P0785,2-3 Shift Malfunction,"Stuck in gears, Erratic shifting, Transmission slippage, Hard or harsh shifting, Inefficient shift timing, Poor driveability, Poor acceleration, Overall poor performance","Damaged or defective shift timing solenoid, Dirty Automatic Transmission Fluid (ATF), Low ATF, Obstruction in ATF passages, Broken or damaged wiring harness, TCM issue, ECM issue, Pin/connector problem (corrosion, melting, broken lock tab etc.)"
